userId,movieId,rating,timestamp
36,122912,1.0,1529358965
48,187595,3.5,1527519283
176,183011,4.5,1535823933
176,184471,4.0,1535823863
176,187601,4.0,1535824025
214,183897,4.0,1522472313
214,185029,3.0,1524348666
214,189333,3.0,1533421611
248,183897,3.5,1525558854
321,122912,4.5,1525953856
321,187593,3.0,1527870837
321,189363,3.0,1536252085
371,122912,5.0,1533569664
371,187541,4.0,1533569665
422,122912,5.0,1529869310
422,187593,5.0,1529609272
449,122912,4.0,1525996606
449,182715,3.0,1521142598
449,184015,1.0,1532902902
449,184253,3.0,1517867199
449,189333,5.0,1532993054
449,189363,5.0,1528585254
465,122912,3.5,1526507733
465,182715,3.0,1526593021
574,122912,4.5,1524922758
574,183011,5.0,1524660751
574,183611,4.5,1534088364
574,183635,4.5,1533414940
574,184015,5.0,1534213540
574,184987,3.5,1533415199
574,186587,4.5,1530082790
574,187613,4.5,1535216095
728,187031,3.5,1531092362
798,122912,2.0,1533154421
804,122912,5.0,1530575618
804,183897,5.0,1527377442
804,187593,4.0,1527377486
815,122912,2.5,1529821650
984,183611,4.0,1532260287
1040,182715,3.5,1528660367
1073,122912,2.5,1461549734
1089,122912,4.0,1527766953
1089,183611,4.0,1527116382
1089,184987,3.0,1521636977
1089,185029,4.0,1526649292
1089,187595,3.0,1528076368
1089,188301,4.0,1531433565
1089,189363,3.5,1533157105
1089,192283,3.5,1534899001
1099,122912,3.5,1536506614
1099,187593,3.5,1536506909
1099,191351,5.0,1536506798
1272,182715,2.0,1534169157
1272,183611,2.5,1528897497
1272,185473,2.5,1535553271
1299,182715,3.5,1536866715
1299,187031,4.5,1536867382
1299,187593,4.0,1536866366
1372,187541,3.0,1529279458
1372,189203,5.0,1528599236
1464,122912,3.0,1533796011
1464,182715,3.0,1527559909
1464,183421,1.0,1530384765
1464,184471,3.5,1531635829
1464,189713,4.5,1536986867
1507,182715,3.0,1526914908
1523,184253,2.5,1518385202
1547,122912,3.0,1528115665
1547,183897,5.0,1528115667
1547,187031,0.5,1528116726
1547,187593,2.0,1528116750
1686,189203,2.5,1535408804
1974,184997,4.5,1534097447
2011,122912,4.0,1534342734
2020,183897,4.0,1535737847
2025,122912,4.0,1525050147
2025,182715,4.0,1535343978
2025,183421,3.0,1532060940
2025,184471,2.5,1531971667
2025,185473,4.0,1535600681
2025,187505,5.0,1535082680
2025,187723,3.0,1531623965
2025,189363,4.0,1537062904
2064,122912,4.5,1528244700
2064,187031,3.5,1528244402
2069,122912,4.0,1533192691
2069,182715,4.5,1522435457
2069,183421,4.0,1537716673
2158,182715,3.5,1522166966
2158,183619,4.5,1523465296
2158,184253,3.5,1522167101
2205,122912,2.5,1537632530
2205,183897,4.5,1537632540
2230,122912,5.0,1533839576
2230,182715,4.0,1521052175
2230,183421,3.5,1530626043
2230,183611,2.5,1535621574
2230,183635,3.0,1524072803
2230,187593,4.0,1534248723
2280,122912,2.5,1526882771
2280,185029,3.5,1534264811
2294,183611,3.0,1535237600
2294,183613,3.0,1521160823
2294,183897,3.5,1522890454
2294,184997,2.5,1527090335
2294,187505,3.0,1527090433
2294,189203,3.5,1530811400
2294,189333,3.0,1533702916
2294,189713,3.5,1535644242
2306,122912,4.5,1537210538
2306,184253,4.5,1537212319
2306,187593,4.5,1537210890
2306,188301,4.5,1537210779
2422,122912,4.0,1535909736
2440,187031,3.0,1531314088
2440,187541,3.5,1530712187
2463,188797,4.0,1531491113
2517,183611,5.0,1527796168
2517,185585,3.5,1527796208
2571,122912,4.5,1525637001
2571,182715,3.5,1533607245
2571,187541,4.0,1532912359
2571,187613,4.5,1531751310
2571,189333,5.0,1535036342
2608,183011,3.5,1528089901
2618,122912,5.0,1525618592
2618,182715,3.5,1522353518
2618,185585,3.5,1522186353
2640,183011,2.5,1524140257
2640,183619,2.5,1524504310
2640,185585,2.5,1524378750
2745,122912,4.0,1524695896
2745,182715,2.0,1528839586
2745,183011,1.5,1516226254
2745,183421,3.5,1520030735
2745,183611,2.5,1519949385
2745,183619,3.5,1534714531
2745,183635,3.5,1516910811
2745,183897,4.0,1526337802
2745,184253,2.5,1529014634
2745,184471,3.5,1521065052
2745,184931,3.0,1520933528
2745,185029,4.0,1525304834
2745,185585,2.5,1521746116
2745,187031,2.0,1529568364
2745,187505,2.5,1534281664
2745,187593,2.0,1526426308
2745,187595,3.0,1527114444
2745,188301,2.5,1530661091
2745,189041,4.0,1532467759
2745,189203,3.0,1537040825
2745,189363,3.0,1536528555
2768,183897,4.0,1528814304
2768,184471,2.5,1521720835
2917,122912,5.0,1537377163
2917,187541,5.0,1537377654
2917,187593,1.0,1537377678
2977,187593,5.0,1526883586
3023,183611,1.5,1532768182
3067,183897,3.0,1532767859
3079,183611,3.5,1529268470
3144,183611,4.0,1529001358
3233,182715,2.5,1535092680
3252,122912,5.0,1528681652
3252,182715,3.5,1527992487
3252,187541,4.5,1531584367
3252,187595,4.0,1527416925
3298,185029,4.0,1524017893
3298,192283,4.0,1535511925
3360,182715,4.0,1523242106
3360,183011,3.5,1525444782
3360,183619,4.5,1535224171
3364,122912,4.0,1532152060
3364,182715,2.0,1532152940
3429,122912,4.5,1536128430
3429,185029,5.0,1536128448
3429,187031,2.5,1536176541
3429,187593,3.5,1536128443
3446,187031,3.5,1528015246
3450,183897,2.5,1532835884
3450,184987,3.5,1535424479
3450,187595,4.0,1527614338
3450,192283,3.5,1536005805
3504,122912,2.5,1525414439
3504,183869,4.5,1533010914
3504,183897,4.5,1525159545
3504,185029,3.5,1525061640
3504,187541,4.5,1533010911
3504,189713,4.0,1537264390
3609,182715,4.0,1537370129
3689,183897,4.5,1532923127
3759,122912,4.0,1526059650
3759,185029,5.0,1531399536
3798,122912,5.0,1533416884
3798,187541,3.5,1533416891
3798,187593,5.0,1533416889
4044,122912,4.0,1530103034
4044,182715,3.0,1530103073
4044,183011,2.5,1530103057
4044,183421,4.0,1530103049
4044,183589,1.5,1525613601
4044,183611,4.0,1530103042
4044,183619,3.5,1536084855
4044,184471,3.5,1536084841
4044,184997,3.5,1530103065
4044,187505,3.5,1536084967
4044,187593,4.5,1536084935
4044,187613,3.0,1530624920
4044,188797,3.5,1536084924
4044,189203,3.5,1536085016
4044,189363,4.0,1536085008
4048,122912,3.5,1528005297
4048,182715,4.5,1529037327
4048,183897,4.0,1532531022
4048,184471,3.0,1529502853
4048,184997,4.0,1531460144
4048,185473,2.5,1534028863
4048,186587,3.0,1535269899
4048,187541,3.5,1529812957
4048,187593,3.5,1528005263
4048,187595,3.0,1528004932
4048,188301,4.0,1531005106
4048,189333,4.5,1532847666
4106,122912,4.0,1535306344
4106,183011,4.0,1529613247
4106,183869,3.5,1537569777
4106,184471,2.0,1529085693
4106,185029,4.0,1530900752
4106,187593,4.0,1535306308
4106,189203,5.0,1535306334
4203,122912,4.5,1525640015
4203,183619,3.0,1518117371
4203,186587,3.5,1523828051
4203,187031,3.0,1528579864
4203,187593,4.0,1526752160
4226,122912,4.5,1526761879
4226,183613,1.5,1527164841
4226,187593,3.0,1536770020
4226,187595,2.5,1536769898
4226,187613,1.0,1529770521
4226,187723,4.0,1529763035
4271,122912,1.5,1526415534
4284,187593,1.5,1526989244
4289,122912,5.0,1532298467
4302,122912,4.5,1528130529
4302,183611,4.0,1532450124
4302,183869,3.5,1537807714
4302,184017,2.5,1533056336
4302,184253,2.5,1533056329
4302,185029,3.5,1535047801
4302,187031,3.0,1529946922
4302,187593,4.0,1535047878
4302,189333,4.0,1535047876
4302,189363,0.5,1535048144
4309,182715,3.5,1533636299
4309,184471,3.5,1533104814
4309,185585,3.5,1527910020
4498,183611,5.0,1531458425
4605,183611,4.0,1521413598
4605,185029,3.5,1531174306
4605,187541,3.0,1535095179
4637,122912,4.0,1537029012
4637,182715,3.0,1522541302
4637,184997,4.0,1532923632
4637,185029,3.0,1535489826
4637,185473,3.5,1529468250
4637,187593,3.0,1534130437
4637,189203,3.0,1535513563
4637,189333,4.0,1536152425
4698,183421,0.5,1520165188
4698,184931,2.0,1520165174
4721,122912,3.5,1528422770
4725,122912,4.0,1527349578
4725,183619,5.0,1527349860
4756,184931,4.0,1531075286
4806,122912,4.0,1526121464
4806,182715,3.5,1522511252
4806,183011,3.5,1522494905
4806,183421,3.5,1523990426
4806,183611,4.0,1525458012
4806,183613,3.5,1527259188
4806,183619,3.5,1523475151
4806,183635,3.5,1522501030
4806,183897,4.0,1532450980
4806,184471,3.0,1533552160
4806,184997,4.5,1527687033
4806,185029,4.0,1527030578
4806,187031,3.0,1533552158
4806,187593,4.5,1526515495
4806,187595,4.5,1527797478
4806,189203,3.5,1534465883
4871,183011,3.5,1532164380
4871,183589,2.5,1536442446
4871,185585,2.5,1536398674
4871,186587,3.5,1537606017
4944,187595,3.5,1528800938
4961,187595,4.0,1529601147
4999,122912,2.0,1530627070
4999,183635,3.0,1531043307
5034,182715,3.0,1537129751
5034,183635,3.0,1537129805
5110,185029,2.5,1536251995
5176,122912,3.5,1528770201
5176,183611,4.0,1533417334
5176,183869,4.0,1528770321
5176,184015,3.5,1528770286
5176,184253,3.0,1523775548
5176,184471,3.5,1523775378
5176,185029,4.0,1528770241
5176,185473,3.5,1533417540
5176,187031,3.5,1533345731
5176,187541,4.0,1533345485
5176,187593,4.0,1528770238
5176,187595,3.5,1528770373
5176,188301,3.0,1533345604
5176,188797,3.5,1533345684
5176,189041,3.5,1533345624
5176,189203,4.0,1528770305
5176,189333,4.0,1533345510
5176,189363,3.5,1528770316
5183,183869,3.5,1531487989
5294,183611,5.0,1519739672
5396,122912,4.0,1531694798
5396,182715,3.0,1527018358
5396,188301,3.5,1531694787
5396,192283,3.5,1534725868
5537,122912,4.5,1534353369
5537,187541,5.0,1534353269
5611,182715,4.5,1526809566
5683,122912,4.5,1532135845
5683,187593,3.5,1532135732
5742,122912,3.0,1533545291
5742,182715,2.5,1533761272
5742,188301,2.5,1533545390
5742,189333,3.0,1536921484
5772,122912,3.0,1527024254
5772,182715,4.0,1534878543
5772,183589,0.5,1534878575
5772,183611,3.0,1530979931
5772,184471,3.0,1534276676
5772,185029,3.5,1534878505
5772,186587,3.0,1534276683
5772,187031,4.0,1530979696
5772,187541,4.5,1535891945
5772,187593,4.5,1527024242
5772,187595,4.0,1530979737
5772,187613,3.5,1537043109
5785,122912,4.5,1535937492
5785,187541,4.0,1535925637
5785,187593,4.0,1535925697
5895,122912,4.5,1530409884
5934,122912,1.5,1535553062
5934,189333,3.5,1535635912
5962,122912,4.5,1497473038
5993,122912,1.5,1526511711
5993,185585,2.0,1526512952
5993,187601,0.5,1526512900
6080,122912,4.0,1534615847
6080,187593,3.5,1534615915
6080,187723,3.5,1531158694
