movieId,variance
1311,3.0270951070791194
74754,2.8320785010599825
50703,2.6191731916102072
59295,2.5971799391123214
70946,2.5833639805300166
110603,2.529390190229351
1421,2.4153636592568843
89281,2.3730536332179932
51372,2.331535802469136
66659,2.274958511660407
1383,2.2734309898688654
62912,2.2107328302755973
183589,2.196044392088784
168712,2.1659463218100883
98203,2.1541646093322475
55566,2.152177047289504
27899,2.1279715478526446
106,2.127091836734694
5832,2.0875546305931323
91104,2.0656543082300227
793,2.0584027055150886
1349,2.0403531262746926
1924,2.0145104073651234
889,2.009877046792145
43923,1.9905239251311773
78772,1.9894339274252832
79251,1.9760054347826086
1313,1.9756428052085395
834,1.9630535417940433
1075,1.957859690844233
64114,1.9538770708754043
1538,1.9403720671942242
81535,1.9337641237529675
115414,1.9313963505364555
100083,1.9270295794668153
72407,1.9250133659270916
46062,1.9192787417284993
78174,1.9190510909103702
3945,1.9144843216649852
797,1.90609375
2362,1.895016013402715
1692,1.8769211388259008
2158,1.8722765432098767
32009,1.8680190362879239
27664,1.8632780036387324
117922,1.8622684310018904
116217,1.8602700884275278
63992,1.8602280190755487
70334,1.8567273888549223
78321,1.8512307024614048
61123,1.8505917159763317
4255,1.8416467418960851
2964,1.8302774234693877
729,1.8278806092480018
125916,1.8193492846243318
66066,1.81655791568328
108,1.811148356401384
58376,1.8078791551246536
65868,1.7956920377886536
43558,1.7902153603623925
8531,1.7792420396614939
98083,1.7732581313775508
2673,1.7706864881028668
7318,1.7693786495795492
50189,1.7677036115358975
5629,1.766497279503195
1105,1.7642784060626573
59725,1.7640968858131487
96405,1.7628925619834712
110809,1.7603201826523547
791,1.7574676929595365
72129,1.7534013605442176
1133,1.752794214332676
3054,1.7506456117597045
8258,1.7500222499110005
2911,1.7490951940072381
747,1.7470729788514048
73106,1.7446635813456746
63436,1.743905003002293
601,1.7424305555555553
411,1.739122658688866
54290,1.738852556480381
91671,1.7374900911613156
771,1.7363655921689558
59429,1.7351698958337085
72603,1.7341199021746316
2705,1.7308496805924587
3913,1.7296258034894398
63393,1.7295470600208331
3092,1.7284131345434885
4373,1.7281522497251232
94558,1.7274985766782258
97648,1.7274194126716629
5539,1.7228999999999999
125972,1.7216946676406135
136485,1.719963269054178
6005,1.717721175992413
4142,1.7071200284090908
166,1.7067588872501656
5028,1.7058691049952703
136,1.7041323731138547
2460,1.703449397755092
55257,1.7022837370242214
5985,1.6968830762001723
5734,1.6967840556372378
84273,1.6930750620542308
65225,1.692932098765432
3799,1.6897611733610012
104218,1.6897588927159886
101997,1.6865224604551612
716,1.6864668997179657
128592,1.6850798941280265
55577,1.6838661416040002
65310,1.683168316831683
2512,1.6821433267587116
5735,1.6820222426283031
3749,1.6800372651519073
1659,1.679895525147929
5047,1.6784632058889053
3777,1.6736369433521097
6371,1.6729979328304116
4868,1.671630859375
2361,1.6715981582601611
92058,1.6712363615806431
4241,1.6668654148049753
2578,1.6649542840984068
3344,1.662076124567474
85399,1.6613077149299087
31026,1.6610634556982256
136445,1.6601890359168243
46865,1.658756188866079
467,1.6513697670695588
6162,1.649464154617128
98373,1.6485788113695092
73829,1.6464938916743168
1312,1.6464669708391195
6208,1.645811899862826
3216,1.6439816910618177
48877,1.6432108982000555
827,1.6415462018140592
104861,1.6413660581710192
63239,1.6391522231798017
144982,1.638372755033383
73042,1.6357458862890328
1574,1.6357438377716917
34326,1.634779814615125
2314,1.6339140237110963
34435,1.6328034732677428
794,1.6324383469404933
120132,1.630622222222222
134374,1.6278864486971258
3340,1.6272085545815398
3839,1.6271160357032932
5672,1.626952240832956
2459,1.6245281591421004
80139,1.6240454444196928
7259,1.6215428506018368
751,1.620952026643991
8906,1.618203888295558
7024,1.6179111644657864
5042,1.617209141274238
6290,1.6171198710180055
95170,1.6159057091393216
1780,1.6157333333333335
3804,1.6151768836078855
160569,1.613316437415997
2175,1.61224365234375
112460,1.6121673583984375
69526,1.6092151593071669
8753,1.608809993425378
130978,1.6069839700586117
2892,1.6054584923497077
92494,1.6035671886483125
46337,1.6026068772993083
147376,1.6021296006317998
660,1.6006905769659165
132157,1.5982494218832406
99371,1.5972137304568086
54768,1.5951953266513705
79006,1.59278463648834
52715,1.5921478286442508
8811,1.5916770266466505
2809,1.5907282996432819
1369,1.5896448914204342
77427,1.5896241078423623
92206,1.5891620498614958
64167,1.5885330578512395
